,time,S1_D2_HbO,S1_D1_HbO,S2_D2_HbO,S3_D4_HbO,S3_D3_HbO,S2_D3_HbO,S1_D2_HbR,S1_D1_HbR,S2_D2_HbR,S3_D4_HbR,S3_D3_HbR,S2_D3_HbR,Var14,score,labelnum,filename,total_time
0,17.344,-0.11086426299999999,-1.5641615100000004,0.7633318379999998,0.93098052,-0.8533469239999999,-0.513487334,-0.7066391479999999,-0.7476701349999999,-0.8119972399999998,-0.9611646779999999,-1.29336044,-1.8558825799999998,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
1,18.624,-0.190129694,-1.62358023,0.686837649,0.736028187,-1.0065125949999998,-0.596681502,-0.66176252,-0.674978223,-0.800332886,-0.970506658,-1.33927591,-1.8425044300000004,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
2,19.904,-0.394228,-1.8288711700000004,0.5401962330000001,0.518816923,-1.17144255,-0.72858186,-0.624951851,-0.5651890949999999,-0.798523006,-0.943157118,-1.4032331399999998,-1.8268883200000001,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
3,21.184,-0.64542492,-2.1165439400000006,0.35674975400000003,0.36096601100000003,-1.22755506,-0.804022543,-0.5894326010000001,-0.44917297599999995,-0.800822428,-0.8604473909999999,-1.4492649199999998,-1.7926325000000003,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
4,22.464,-0.9209412350000001,-2.3854944000000002,0.176580782,0.191868624,-1.2782379799999997,-0.790430451,-0.587954875,-0.36495306899999996,-0.811107402,-0.8167705829999999,-1.5116423900000002,-1.75020027,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
5,23.744,-1.12586301,-2.4709440799999998,0.03812767732999999,0.035719500087,-1.3430532499999999,-0.735628376,-0.615525441,-0.320424149,-0.8257059139999999,-0.8213388199999999,-1.60108671,-1.71160013,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
6,25.024,-1.32653723,-2.43841108,-0.0507471523,-0.213124382,-1.4571437900000002,-0.7341262109999999,-0.7229110299999999,-0.375069793,-0.835398799,-0.9499912,-1.62692978,-1.6823344700000002,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
7,26.304000000000002,-1.4260229800000002,-2.24473686,-0.023731455019999993,-0.409772487,-1.5243708000000002,-0.721890246,-0.8343130819999999,-0.43877656800000003,-0.8173325720000001,-1.08439502,-1.61604618,-1.6651421599999998,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
8,27.584000000000003,-1.47965094,-2.0340716000000003,0.0830133491,-0.48157812499999997,-1.5108463,-0.6950160679999999,-0.922444527,-0.47723386199999995,-0.772128932,-1.1578230900000004,-1.57561109,-1.6549487000000003,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
9,28.863999999999997,-1.4861756400000001,-1.8438821300000001,0.21054413099999997,-0.402976926,-1.4050145,-0.635897839,-0.957827873,-0.45823335,-0.7077018140000001,-1.13890118,-1.5041783899999999,-1.6472969600000003,,165.78787878787878,1,L11_NIRS-2019-08-25_002_trial01.txt,113.0
